Tanah Longsor,3/9/2014,16:00 WIB,108.282,-7.25976,Ds. Nasol Kec. Cikoneng Kab. Ciamis Prov. Jawa Barat,Nihil,3 Unit rumah (RB) dan 8 Unit rumah terancam,*Kronologis : Hujan deras disertai kondisi tanah yang labil *Upaya : BPBD setempat saat ini masih di lapangan untuk verifikasi data kerugiaan,,,
Tanah Longsor,3/9/2014,16:20 WIB,107.414,-7.03362,Kp. Lampengan Ds. Wangunsari Kec. Sidangkerta Kab. Bandung Barat Prov. Jawa Barat,Nihil,"2 Unit rumah (RB), 2 Unit rumah (RS) dan 2 Unit rumah (RR)",*Kronologis : Hujan deras disertai kondisi tanah yang labil *Upaya : BPBD setempat melakukan koordinasi untuk penanganan dan pengevakuasian korban yang terkena dampak longsor,,,
Tanah Longsor,3/9/2014,15:00:00 WIB,110.417,-6.96667,Ds. Spakung Kec. Banyu Biru Kab. Semarang Prov. Jawa Tengah,Nihil,Nihil,Kronologis : Hujan deras dan struktur tanah yang labil Upaya : BPBD sudah meninjau lokasi kejadian dan melakukan Assesment,,,
Banjir dan Tanah Longsor,3/9/2014,16:30:00 WIB,108.273,-7.13899,Ds. Ciomas Ds. Kertamandala Ds. Mandalare Kec. Panjalu Kab. Ciamis Prov. Jawa Barat,Nihil,Nihil,Kronologos : Akibat huajan deras Upaya : BPBD setempat sudah ke lokasi untuk evakuasi dan pendataan,,,
Tanah Longsor,3/8/2014,03:00 WIB,110.736,-7.22532,Kec. Kemusu Kec. Juwangi Kab. Boyolali Prov. Jawa Tengah,Nihil,- Jalan Raya sepanjang 750 meter (RB) - 1 Pondok pesantren (RS) - Jalan utama penghubung antar desa putus (RB),*Kronologis : Hujan lebat dan kontur tanah yang labil *Upaya : BPBD Kab. Boyolali telah melakukan assesment kelokasi bencana dan mengirim bantuan logistik untuk warga yang melakukan kerja bakti,,,
Tanah Longsor,3/8/2014,17:00 WIB,108.229,-6.85719,Ds.Sidamukti Kec.Majalengka Kab.Majalengka Prov.Jawa Barat,Nihil,-Jalan amblas (RB) -1 Balai desa (RR) -18 Unit rumah (RR),*Kronologis: -Akibat kondisi tanah yang labil *Upaya: -BPBD sudah meninjau ketempat kejadian dan sudah meratakan jalan amblas,,,
Tanah Longsor,3/8/2014,17:00:00 WIB,108.279,-7.27795,Ds. Nasol Kec. Cikoneng Kab. Ciamis Prov. Jawa Barat,Nihil,Nihil,*Kronologis : Akibat hujan deras *Upaya : BPBD setempat sudah ke lokasi untuk melakukan pendataan dan evakuasi,,,
Tanah Longsor,3/7/2014,18:00 WIB,108.35,-7.33333,Ds. Nakol Kec. Cikoneng Kab. Ciamis Prov. Jawa Barat,Nihil,1 saluran air dan 1 rmh terancam material longsoran,*Kronologis : Hujan deras dan kondisi tanah yang labil *Upaya : -BPBD Kab. Ciamis sudah turun ke lokasi - BPBD Kab. Ciamis bersama masyarakat desa bergotong royong membersihkan material longsoran,,,
Tanah Longsor,3/7/2014,18:00 WIB,108.021,-7.14661,Kp. Cidadap Ds. Mekarluyu Kec. Sukawening Kab. Garut Prov. Jawa Barat,Nihil,"jalan terputus sepanjang 8 meter, lebar 3 meter, tinggi 5 meter",*Kronologis : Akibat hujan deras *Upaya : MUSPIKA dan masyarakat membuat jalur alternatif,,,
Tanah Longsor,3/7/2014,22:30 WIB,110.295,-7.33788,Ds. Sobarejo Kec. Pringsurat Kab. Temanggung Prov. Jawa Tengah,4 Jiwa mengungsi,1 Unit rumah (RB),*Kronologis : Hujan deras disertai kondisi tanah yang labil *Upaya : BPBD setempat bersama Polri sudah ke lokasi untuk melakukan pendataan dan mengevakuasi para korban,,,
Tanah Longsor,3/7/2014,15:00 WIB,113.858,-7.00956,Ds.Batu Ampar Ds.Ajudan Daloman Kec.Gulu-Gulu Kab.Sumenep Prov.Jawa Timur,Nihil,-1 Unit rumah (RB) -1 Unit rumah (RS) -2 Unit dapur (RS),*Kronologis: -Hujan deras disertai kondisi tanah yang labil *Upaya: -BPBD setempat bersama masyarakat membersihkan longsoran,,,
Tanah Longsor,3/7/2014,20:00:00 WIB,110.25,-7.25,Ds. Karangwuni Dsn. Pucung Ds. Kaloran Dsn.Menggor Ds. Purwosari Dsn. Purwosari Ds. Getas Dsn. Porot Dsn. Cendono Dsn. Banyuurip Dsn. Kemiri Dsn. Mulyosari Kec. Kaloran Kab. Temanggung Prov. Jawa Tengah,Nihil,Nihil,Kronologis : Hujan dan stuktur tanah yang labil Upaya : Sudah dilakukan kerja bakti,,,
Tanah Longsor,3/6/2014,20:00 WIB,108.25,-7.03703,Ds. Kramatjaya Kec. Malausma Kab. Majalengka Prov. Jawa Barat,Nihil,1 unit rumah terancam dan 20 unit rumah rusak ringan (RR),*Kronologis : Hujan deras dan kondisi tanah yang labil *Upaya : BPBD sudah memberikan 200 buah karung untuk memperbaiki tanggul yang jebol,,,
Tanah Longsor,3/6/2014,21:00 WIB,108.226,-6.8531,Ds. Jagasari Kec. Cigici Kab. Majalengka Prov. Jawa Barat,Nihil,2 unit rumah rusak berat (RB),*Kronologis : Hujan deras dan kondisi tanah yang labil *Upaya : BPBD mengevakuasi korban ke tempat yang lebih aman,,,
Tanah Longsor,3/5/2014,12:15 WIB,110.983,-7.60773,Dsn. Tegalrejo RT. 04/01 Ds. GOndosuli kec. Tawangmangu kab. Karanganyar prov. jawa Tengah,Ds. Sidamukti Kec. Majaengka Kab. Majalengka Prov. Jawa Barat,Nihil,- 1 Unit Sekolah (RB) SMPN 7 Majalengka - 1 Musholah (RB),,Upaya : - Dinas terkait melakukan evaluasi dan untuk sementara proses KBM di pindah ke SD Sidamukti.,
Tanah Longsor,3/4/2014,,110.408,-7.49111,Dsn. Wirosuko Ds. Wonolelo Kec. Sawangan Kab. Magelang Prov. Jawa Tengah,Nihil,- 1 unit Rumah (RB) An. Bpk Kibi /62 thn/L,"* Kronologis : - akibat hujan deras, kondisi perbukitan dan struktur tanah yang labil. Upaya : - BPBD sudah turun kelapangan untuk melakukan evakuasi dan memberikan bantuan berupa logistik",,,
Tanah Longsor,3/4/2014,17:00 WIB,112.876,-7.88138,Ds. Podokoyo Ds. Ngadiwono Kec. Tosari Kab. Pasuruan Prov. Jawa Timur,JLn. Cikopo Selatan no. 72 Ds. Gado Kec. Megamendung Kab. Bogor Prov. Jawa Barat,Nihil,- 1 Vila (RB) a.n Bpk. Dapid Pangestu 55 thn,,Upaya : - BPBD melakukan pendataan dan melakukan evakuasi. - BPBD Kab. Bogor akan menyalurkan bantuan secepatnya,
Tanah Longsor,3/3/2014,,109.67,-6.88289,Kec. Paninggaran Ds. Kaliombo Ds. Winduaji Ds. Wergi Kec. Baru Kec. Kandang Serang Ds. Tragumas Ds. Lor Agung kab. Pekalongan Prov. Jawa Tengah,Ds. Wonolelo Kec. Sawangan Kab. Magelang Prov. Jawa Tengah,Nihil,- 1 Unit Rumah (RB) a.n. Ibu Bingah - 1 Unit Rumah (RR) a.n. Bpk. Darmo,,* Kronologis : - Akibat hujan dari pkl 12:00 - 16:00 WIB di lereng barat Merapi * Upaya : - Tim kaji cepat BPBD Kab. Magelang di bantu relawan melakukan evakuasi terhadap korban.,
Tanah Longsor,3/3/2014,18:00 WIB,107.909,-7.22791,Ds. Cikandang kec. Cikajang Kab. Garut prov. Jawa Barat,Nihil,Beberapa rumah terancam,*Kronologis : Hujan terus-menerus *Upaya : BPBD Kab. Magelang mengerahkan relawan dan masyarakat untuk mewaspadai kemungkinan terjadinya longsor susulan,,,
Tanah Longsor,3/2/2014,19:00 WIB,110.983,-7.60773,Dsn. Bangalot Ds. Jenawi Kec. Jenawi Kab. Karanganyar Prov. Jawa Tengah,Nihil,Kios milik Bp. Nadik tertimpa longsoran,*Kronologis : Akibat hujan deras *Upaya : BPBD setempat sudah ke lokasi untuk melakukan pendataan dan evakuasi,,,
Tanah Longsor,3/2/2014,22:45 wib,109.474,-0.353394,Dsn. Harapan Baru Ds. Permata Kec. Terentang Kab. Kubu Raya Prov. Kalimantan Barat,- 3 KK/7 Jiwa mengungsi,"- Kec. Paninggaran, akses jalan yang menghubungkan ds. kanjen dan ds. paninggaran amblas. - 4 unit rumah (RB) - 18 unit rumah (RS) - Kec. Kandang Serang - akses jalan di desa Lor Agung terputus dengan panjang 50 meter lebar 6 meter dan kedalaman 10 meter.",* Kronologis : - akibat hujan deras. kondisi perbukitan dan struktur tanah yang labil. * Upaya : - BPBD dan Pemda setempat menghimbau kepada masyarakat yang terdampak untuk melakukan relokasi.,,,
Tanah Longsor,3/2/2014,22:00 WIB,109.474,-0.353394,Dsn. Harapan Baru Ds. Permata Kec. Terentang Kab. Kubu Raya Prov. Kalimantan Barat,Ds. Beluk Ds. Simpur kec. Belik Kab. Pemalang Prov. Jawa Tengah,,- 120 KK terancam longsor,,"* Kronologis : - akibat hujan deras, kondisi perbukitan dan struktur tanah yang labil. * Upaya : - BPBD memberikan bantuan logistik berupa sembako 24 paket.",
Tanah Longsor,2/28/2014,20.00 WIB,107.492,-6.86522,Kec. Cipatat Ds. Rajamandala Kp. Babakan Bandung Rt. 06/03 Kab. Bandung Barat Prov. Jabar,Nihil,"- 1 Unit rumah rusak berat (RB), 1 Unit rumah rusak ringan (RR), 3 Unit rumah terancam",*Kronologis : - Akibat kondisi tanah yang labil *Upaya : - BPBD setempat bersama warga sudah melakukan evakuasi,,,
Tanah Longsor,2/26/2014,21.00 WIB,108.35,-7.33333,Kec. Panumbangan Ds. Sindang Herang Kab. Ciamis Prov. Jabar,Nihil,- 1 Unit rumah rusak ringan (RR) an. (Yadi/L/40 th),*Kronologis : - Akibat hujan deras yang disertai angin kencang *Upaya : - BPBD setempat sudah ke lokasi untuk melakukan pendataan dan membersihkan puing-puing bangunan,,,
Gerakan Tanah,2/18/2014,19:08:00 WIB,108.483,-6.98333,Ds. Cimenga Dsn. Ciawitali Kec. Dharma Kab. Kuningan Prov. Jawa Barat,"- 2 orang meninggal dunia an. Indri (P/2 th) dan Tio (L/3,5 thn) - 1 orang hilang an. Rio (L/4,5 thn)","- 1 Unit rumah rusak berat (RB), 1 Unit Pos security, 1 Unit bangunan PAM dan 7 Unit motor mengalami kerusakan","*Kronologis : - Akibat aktivitas alat berat milik Perusahaan Sawit PT. Bumi Perkasa Gemilang. *Upaya : - BPBD bersama instansi terkait (Desa, Kecamatan dan pihak Perusahaan) sudah mengevakuasi sebagian korban dan pihak perusahaan sudah memberikan santunan - Tim SAR dan BPBD setempat saat ini masih melakukan pencarian korban yang hilang dengan melibatkan penyelam tradisional",,,
Tanah Longsor,2/17/2014,,121.308,-8.67535,Kel. Nangaroro Kec. Nangaroro Kab. Nagekeo Prov. NTT,- 3 orang hilang,"- 1 unit rumah rusak berat (RB), 1 unit Pos security, 1 unit bangunan PAM dan 7 unit motor mengalami kerusakan","*Kronologis : - Akibat aktivitas mesin berat milik sebuah perusahaan pertambangan *Upaya : - BPBD bersama instansi terkait (Desa, Kecamatan dan pihak Perusahaan) sudah mengevakuasi sebagian korban dan pihak perusahaan sudah memberikan santunan - Tim SAR dan BPBD setempat saat ini masih melakukan pencarian korban yang hilang",,,
Tanah Longsor,2/9/2014,09:00 WIB,107.551,-7.19889,Dk. Wanasari Kp. padaringan Kec. Pangelangan Kab. Bandung Prov. Jawa Barat,Nihil,- 1 unit rumah RB - 2 unit rumah RR - 3 unit rumah terancam,*Kronologis : - Hujan deras *Upaya : - sudah ditangani oleh BPBD KBB beserta warga bergotong royong membersihkan longsoran - Dorongan logistik sudah di distribusikan,,,
Tanah Longsor,2/8/2014,20:00 WIB,108.484,-7.36484,Komplek. TPA Ds. Cibereum Kota. Banjar Prov. Jawa Barat,- 1 orang MD - 2 orang LB - 1 orang LR,- 1 unit rumah RB,*Kronologis : - Hujan deras *Upaya : - BPBD sdh kelokasi untuk memberikan bantuan,,,
Tanah Longsor,2/7/2014,10.00 WIB,109.081,-7.22855,Dukuh Karanganyar Desa Sridadi Kecamatan Sirampog Kab. brebes Provinsi. Jawa tengah,Nihil,"Kerugian Materil : 1 Rumah warga (RB) dibongkar paksa a.n. Nurdaman 48 thn, 1 KK/ 4 Jiwa.",,,,
Tanah Longsor,2/7/2014,,108.802,-7.17368,Dk. Cigareng Desa Salem Kec. Salem Kab. Brebes Prov. Jawa Tengah,Nihil,Ruas jalan Nangaroro-Mauara tidak dapat dilewati karena tertimbun batu,*Kronologis : Hujan dengan itensitas tinggi *Upaya : Pembersihan badan jalan oleh dinas pekerjaan umum,,,
Tanah Longsor,2/7/2014,,113.275,-7.95458,Ds. Ranuyoso Kec. Ranuyoso Kab. Lumajang Prov. Jawa Timur,170 KK/550 Jiwa kekurangan air bersih,Badan jalan milik PTPN VIII dan bak penampungan air bersih milik warga RW 17 mengalami keruasakan,*Kronologis : Akibat hujan deras dan tanah labil *Upaya : Bpbd kab Bandung dan PTPN VIII telah melakukan pelayanan terhadap korban menderita ( warga sekitar yg terkena longsoran),,,
Tanah Longsor,2/7/2014,,112.358,-7.91587,Dsn. Ganteng Ds. Tulungrejo Kec. Ngantang Kab. Malang Prov. Jawa Timur,Nihil,Material longsoran menyebabkan tertutupnya sebagian jalan Desa,*Kronologis : Akibat hujan deras dan Tanah yang labil *Upaya : Saat ini Dinas PU Dengan dibantu relawan BPBD kota Banjar sedang memebersihkan material longsoran.,,,
Tanah Longsor,2/7/2014,20.00 WIB,109.462,-7.15049,Ds. Telagasana Ds. Tundagan Ds. Bongas Ds. Cikadu Ds. Cawet Ds. Medayu Ds. Pagelaran Ds. Bodas Ds. Jojogan Ds. Majalangu Ds. Tambi Ds. Watukumpul Ds. Gapura Ds. Majakerta Ds.Wisnu Kec. Watukumpul Kab.Pemalang Prov. Jawa Tengah,7 Jiwa Terdampak,1 Unit Rumah Rusak Berat Milik Bapak Sdr.Suyatno.,"Kronologis : - Akibat hujan deras dan Struktur tanah labil Upaya : - BPBD Provinsi Jawa Tengah beserta SKPD terkait, khususnya SKPD terkait melakukan upaya kesiapsiagaan sebagai antisipasi apabila terjadi bencana; - BPBD Provinsi Jawa Tengah melaksanakan pemantauan melalui Posko AJU selama 24 jam untuk mengetahui kondisi terkini penanganan bencana di 35 Kab/Kota seﾖJawa Tengah; - Dinas Kesehatan Provinsi Jawa Tengah telah memberikan pos pelayanan kesehatan (posyankes) dan obat-obatan yang diperlukan serta surveilans epidemiologi penyakit banjir dan pasca banjir (pengamatan terus menerus faktor risiko penyakit); - Dinas Sosial Provinsi Jawa Tengah telah mendirikan dapur umum untuk kebutuhan makan para pengungsi.",,,
Tanah Longsor,2/7/2014,22:00 WIB,105.322,-5.46412,Kp. Lembah gunung Kel. Way Lunik Kec. Panjang Kota. Bandar Lampung Prov. Lampung,Nihil,Masih dalam pendataan,*Kronologis : Akibat hujan deras *Upaya : BPBD setempat masih di lapangan untuk melakukan pendataan,,,
Tanah Longsor,2/6/2014,,111.314,-7.70166,Dsn. Banaran Ds. Selotinatah Kec. Ngariboyo Kab. Magetan Prov. Jawa Timur,Nihil,2 unit rumah rusak sedang (RS),"*Kronologis : Akibat kondisi tanah yang labil, hujan deras dan lokasi rumah korban berada di dekat tebing *Upaya : BPBD setempat sudah melakukan pendataan dan evakuasi",,,
Tanah Longsor,2/6/2014,,113.555,-6.90904,Dsn. Ahadan Ds. Tlonto Raja Kec. Pasean Kab. Pamekasan Prov. Jawa Timur,4 KK mengungsi ke tempat yang lebih aman,Nihil,"*Kronologis : Akibat kondisi tanah yang labil *Upaya : BPBD setempat sudah melakukan pendataan, pengecekan lapangan dan evakuasi",,,
Tanah Longsor,2/5/2014,14:30 WIB,106.779,-6.89443,Rt 02/15 Kp. Pancalikan Ds. Sekarwangi Kec. Cibadak Kab. Sukabumi Prov. Jawa barat,"2.071 Jiwa /543 kk Mengungsi di : balai desa, Sekolah TK, dan rumah warga yang aman dari longsor","417 Unit Rumah RB,33 Unit Rumah RR, 248 Unit Rumah terancam longsor, 1 unit mesjid RR, 1 Unit Mushola RB, 6 Unit Jembatan RB, Jalan menuju desa tundagan RB Sepanjang 35 Meter, 12 ha Lahan pertanian tertimbun longsor, 7 Ekor kambing Mati dan 1 lahan Bumi perkemahan Longsor","*Kronologis : Hujan deras, struktur tanah yang labil *Upaya : - BPBD kab pemalang sudah turun kelapangan memberikan bantuan logistik dan mengirimkan gergaji untuk memotong kayu yang tumbang, - BPBD dan Dinsos kab pemalang mendirikan tendadan dapur umum didesa watukumpul dan desa cikadu.",,,
Tanah Longsor,2/4/2014,03.00 WIB,110.374,-6.96784,Kel. Lempongsari Kel. Bendungan Kel. Bendaduwur Kec. Gajahmungkur Kel. Tambak aji Kec. Ngaliyan Kel. Bongsari Kel. Bojong Selatan Kec. Semarang Barat Kota Semarang Prov. Jawa Tengah,Nihil,Atap rumah bagian dapur milik Bpk. Achmad hudori rusak sedang (RS),*Kronologis : Akibat hujan dan struktur yang labil *Upaya : BPBD Kota bandar lampung sudah turun kelapangan dan membantu membersihkan Rumah Korban,,,
Tanah Longsor,2/4/2014,15.30 WIB,111.773,-7.7541,Ds. Bendolo Kec. Sawahan Kab. Nganjuk Prov. Jawa Timur,Nihil,Kebun warga yang ditanami bambu ambles,*Kronologis : Akibat kondisi tanah yang labil *Upaya : Warga setempat sudah membuat pagar melingkari lokasi yang ambles,,,
Tanah Longsor,2/4/2014,15.00 WIB,106.997,-6.24903,RT 17 RW 13 Perum Bekasi Jaya Indah Kel. Bekasi Jaya Kec. Bekasi Timur Kota Bekasi Provinsi Jawa Barat,Nihil,"jalan raya di Dusun Ahadan, Desa Tlonto Raja, Kecamatan Pasean ambles hingga mencapai kedalaman 1 meter",*Kronologis : Akibat hujan deras *Upaya : BPBD Kab. Pamekasan dibantu polisi setempat sudah memberikan papan peringatan dan memperbaiki jalan,,,
Tanah Longsor,2/4/2014,04.30 WIB,110.939,-8.14756,Dusun Guworejo Desa Sendang Kecamatan Donorojo Kab. Pacitan Provinsi Jawa Timur,3 KK/10 Jiwa terdampak,"- 2 Unit Rumah (RB) Pemilik Rumah Antara Lain: 1. Bpk.Asep, (45 Tahun). 1KK/5Jiwa. 2. Bpk.Yadi, (62 Tahun), 1KK/1 Jiwa. - 1 Unit Rumah terancam","Kronologis : - Hujan Deras, struktur tanah labil Upaya : - Bpbd Sudah Mendirikan Tenda dan memberikan bantuan logistik berupa makanan siap saji, Sembako, Family Kit, dan Baby Kit. - Mengungsikan Korban ke Rumah milik Tetangga Memberikan Tenda Pengungsian untuk Korban Bencana",,,
Tanah Longsor,2/4/2014,15.00 WIB,106.997,-6.24903,RT 17 RW 13 Perum Bekasi Jaya Indah Kel. Bekasi Jaya Kec. Bekasi Timur Kota Bekasi Provinsi Jawa Barat,Nihil,Longsoran menutupi jalan dan menimpa beberapa rumah warga (dalam pendataan),"*Kronologis: Akibat hujan deras *Upaya: - Petugas beserta masyarakat melakukan kerja bakti untuk membersihkan longsoran serta memasang terpal untuk menghindari longsor susulan, - BPBD Jawa Tengah beserta SKPD terkait melakukan kesiapsiagaan sebagai antisipasi apabila terjadi bencana.",,,
Tanah Longsor,2/3/2014,19.00 WIB,109.263,-7.1585,Ds. Gambuan Kec. Pulosari Kab. Pemalang Prov. Jateng,Nihil,Longsoran menimbun sebagian sungai Bendolo,"*Kronologis : Hujan deras dan angin kencang menyebabkan tebing di lahan perhutani di Ds. Bendolo, Kec. Sawahan, Kab. Nganjuk Longsor seluas 700 m x 150 m *Upaya : BPBD melakukan pendataan",,,
Tanah Longsor,2/3/2014,,112.894,-7.89559,Ds. Ngadirejo Kec. Tutur Ds. Mororejo Kec. Tosari Kab. Pasuruan Prov. Jatim,Nihil,1 Unit Rumah RB 10 Unit Rumah RS,"Kronologis : - akibat Hujan Deras, meluapnya Kali gendongdan mengikis struktur tanah dekat Rumah Warga yang tinggal dibibir kali Upaya : - TAGANA kota bekasi bersama Relawan melakukan Evakuasi barang barang Warga yang Rusak akibat tertimpa reruntuhan bangunan - TAGANA Kota bekasi menghimbau Warga yang rumahnya rusak untuk mengungsi ke saudara terdekat",,,
Tanah Longsor,2/3/2014,19.00 WIB,109.355,-7.1654,Dkh. Barong Ds. Simpur Kec. Belik Kab. Pemalang Prov. Jateng,Nihil,2 Rumah RB Warga An. Misni (40 Thn) dan Katijo ( 65 Thn),"Kronologis : - Hujan deras dan struktur tanah yang Labil, Longsoran Batu Besar yang berdiamater sekitar lima meter itu jatuh dari atas bukit setinggi ﾱ 100 meter dengan kemiringan 45 derajat Yang Menimpa 2 Rumah Warga Upaya : - BPBD Kab Pacitan sudah meninjau lokasi kejadian dan memberikan bantuan logistik serta melakukan pendataan.",,,
Tanah Longsor,2/3/2014,19:00 WIB,109.355,-7.1654,Desa Simpur Desa Beluk Kec. Belik Kab Pemalang Provinsi Jawa Tengah,Nihil,1 Unit Rumah RB 10 Unit Rumah RS,"Kronologis : - akibat Hujan Deras, meluapnya Kali gendongdan mengikis struktur tanah dekat Rumah Warga yang tinggal dibibir kali Upaya : - TAGANA kota bekasi bersama Relawan melakukan Evakuasi barang barang Warga yang Rusak akibat tertimpa reruntuhan bangunan - TAGANA Kota bekasi menghimbau Warga yang rumahnya rusak untuk mengungsi ke saudara terdekat",,,
Tanah Longsor,2/3/2014,19.00 WIB,109.593,-7.15499,Desa Werdi Desa Winduaji Desa Kaliombo Kec. Paninggaran Kab. Pekalongan Provinsi Jawa Tengah,10 kk terancam,1 unit bangunan balai desa RS,"*Kronologi : Akibat hujan deras, tanah yang labil dan berada di dekat tebing atau lereng *Upaya : BPBD saat ini masih melakukan pendataan dan pengecekan ke lokasi kejadian",,,
Tanah Longsor,2/3/2014,19.00 WIB,109.557,-7.20776,"Desa Kuangkelang Desa Bojongkoneng, Desa Loragung, Desa Trajumas, Kec. Kandangserang Kab. Pekalongan Provinsi Jawa Tengah",Nihil,jalan rusak di Ds. Ngadirejo dan Ds. Mororejo,*Kronologi : Hujan deras di Wilayah Kec. Tutur dan Kec. Tosari *Upaya : Pada tanggal 4 Feb 2014 TRC Kab. Pasuruan melakukan identifikasi di lokasi kejadian beserta muspika terdampak - Pada tanggal 4 Pebruaru 2014 melaksanakan koordinasi dengan Dinas Bina Marga Kab. Pasuruan terkait upaya lebih lanjut penangan darurat bencan tanah longsor,,,
Tanah Longsor,2/2/2014,,109.838,-7.06116,Ds. Sojomerto Kec. Reban Ds. Cakra Kec. Blado Kab. Batang Prov. Jawa Tengah,Ds. Simpur 60 kk terisolir karena tanah longsor,Ds. Simpur 60 kk rumahnya sudah retak,*Kronologi : Hujan Deras *Upaya : - BPBD Jawa Tengah beserta SKPD terkait melakukan kesiapsiagaan sebagai antisipasi apabila terjadi bencana. - BPBD Prov. Jateng melaksanakan pemantauan melalui Posko AJU selama 24 jam untuk mengetahui kondisi terkini penanganan bencana di 35 Kab/Kota seﾖJateng.,,,
